time,delta_phi
1.74,1.6037385559885626
1.76,1.0946813290972879
1.78,1.2204248008397105
1.8,1.1238414416906735
1.82,0.9193592653362005
1.84,1.624510968752223
1.86,1.5188066522784012
1.88,1.2492982470023584
1.9,0.9929353678854395
1.92,0.9972255206689151
1.94,1.795837876190507
1.96,0.8905439085287966
1.98,1.7027295274234284
2.0,1.1651223447065182
2.02,1.0545460513281633
2.04,1.6749418707979338
2.06,1.8121599707975269
2.08,1.5618040892005984
2.1,1.8410514429658762
2.12,0.966507015008923
2.14,1.5170036192871852
2.16,1.5837771808314407
2.18,1.2762682631090794
2.2,1.7955293593320922
2.22,1.4455147580539551
2.24,1.4492072909900704
2.26,1.2438807227247681
2.28,1.2844656308525573
2.3,1.8710333418128937
2.32,1.1389126353551409
2.34,1.6293452986600303
2.36,1.293077750345945
2.38,1.5150275663401542
2.4,2.2963352690271113
2.42,1.5001316200071337
2.44,1.8204955553013318
2.46,1.895602378948734
2.48,1.3342883007929192
2.5,1.713861308683691
2.52,2.003134493120842
2.54,2.177379183171417
2.56,1.5448238862788948
2.58,1.9354996474067585
2.6,1.76009012942724
2.62,1.734237232844241
2.64,1.874880252940254
2.66,1.9936759061862868
2.68,1.779930788905613
2.7,1.8826922974260412
2.72,1.4130527217939874
2.74,1.3320357005135441
2.76,2.4572107450416483
2.78,1.8594560148588817
2.8,2.0823424654667506
2.82,2.247022945827932
2.84,1.7371538277521832
2.86,1.998763587813942
2.88,2.1025769858116323
2.9,1.769381128281821
2.92,2.3543640496236344
2.94,1.9138170237048437
2.96,2.069215406058481
2.98,1.7410429280900155
3.0,2.1445133124868057
3.02,1.7691938381340673
3.04,1.7958947916926424
3.06,1.677819505460625
3.08,1.6181031668713366
3.1,1.9186822115399453
3.12,1.6179363939161222
3.14,1.7739973242397784
3.16,1.906805891641938
3.18,2.4069232858269918
3.2,1.4268740463611198
3.22,1.7219285291830457
3.24,1.7711422991270838
3.26,1.9623734428414137
3.28,1.2221401383932824
3.3,1.8799633088437933
3.32,2.093641302201145
3.34,1.7132778798776196
3.36,1.4565309197055787
3.38,1.549109259155532
3.4,1.5167902469186585
3.42,1.7326922247483412
3.44,1.2915969439377213
3.46,1.611976504257027
3.48,1.4846897143051274
3.5,1.669951930912349
3.52,1.8402028373477028
3.54,1.6948122426117374
3.56,1.7852283586737367
3.58,1.946893970630744
3.6,2.031904413620833
3.62,2.0356937769128174
3.64,1.804004269019538
3.66,1.6589553031133741
3.68,1.669708410929703
3.7,1.2566973965146333
3.72,1.4695838905108307
3.74,1.820532437855545
3.76,1.4307792671268904
3.78,1.4633105525997114
3.8,1.9766060210096132
3.82,1.4406384969709318
3.84,1.4406752577646043
3.86,1.2504465027137217
3.88,2.1747938738614914
3.9,2.5515753385228237
3.92,1.514957454754589
3.94,1.8481255242068266
3.96,1.6885312307258373
3.98,1.5211103468043934
4.0,2.024374178372802
4.02,1.733635552027593
4.04,1.7836299335276293
4.06,1.642936694436736
4.08,1.6606234466362835
4.1,1.9219655179438284
4.12,1.3534538265184237
4.14,1.9666506006468791
4.16,2.1984833308813094
4.18,2.04258982822201
4.2,1.866251015800641
4.22,2.052031208253241
4.24,1.848146132835864
4.26,1.7510373632285197
4.28,1.9842191003319194
4.3,1.6023703760390138
4.32,1.829709081937538
4.34,1.4897026701087581
4.36,1.5709627445939458
4.38,2.4922625037697044
4.4,2.123326571489207
4.42,1.332222506166664
4.44,1.8492161386210755
4.46,1.5938264938553892
4.48,1.6631597813448642
4.5,1.8612068106457937
4.52,1.8043451219224236
4.54,1.5995091869387
4.56,1.7113239767307546
4.58,1.1822371707514907
4.6,1.576457859372628
4.62,1.303696785574415
4.64,1.6411896017437275
4.66,1.6469035681957096
4.68,1.4979929381750858
4.7,1.3094167122542737
4.72,1.23353649889003
4.74,1.1960679118013366
4.76,1.0889163329659826
4.78,1.707287570687065
4.8,1.6856329010389839
4.82,1.3474019092888512
4.84,1.7244947640228976
4.86,1.3793115505559506
4.88,1.9503213626892861
4.9,1.4611774246821423
4.92,1.3557646889308412
4.94,1.9507650855107745
4.96,1.2841808868109756
4.98,1.1756655080714729
5.0,1.4133172474248994
5.02,1.3753248643613323
5.04,1.6362589272772585
5.06,1.218708476180566
5.08,1.6115206655618748
5.1,1.6881986973978893
5.12,1.2754570606090379
5.14,1.4606216807549228
5.16,1.310962156909972
5.18,1.9090052952665637
5.2,1.167930461948498
5.22,1.425079610704871
5.24,1.3725653102606823
5.26,1.344369928397872
5.28,1.705485107053048
5.3,1.5316632487813935
5.32,1.5612408908447781
5.34,1.6430334684964663
5.36,1.4254987860003032
5.38,1.6338490468238847
5.4,2.1850102557472524
5.42,2.0338218122915848
5.44,1.327461636727454
5.46,1.8763310667413673
5.48,1.8631043119146835
5.5,1.577291310400016
5.52,2.3922707742075837
5.54,1.9653115975868503
5.56,2.346782292170834
5.58,1.7125551232241154
5.6,1.6059706298592156
5.62,1.6381955444680663
5.64,1.5419996975822006
5.66,1.6344733879891333
5.68,1.7468794088038524
5.7,2.0305859039146186
5.72,2.047920567872702
5.74,1.9606060200295892
5.76,1.6081665848362277
5.78,1.9955800098629473
5.8,1.428195113079244
5.82,1.6886181708928494
5.84,2.0930628406629594
5.86,2.1140609764617246
5.88,2.028670804567549
5.9,1.4717579615931498
5.92,1.6644776686460059
5.94,2.2087679810644265
5.96,1.649748966402587
5.98,1.8478594111721571
6.0,1.4744338850606122
6.02,2.1501581328133135
6.04,1.408434921741712
6.06,2.1863579805279922
6.08,1.8977401988977343
6.1,1.4672283870614626
6.12,1.994793813941893
6.14,2.2865050370900435
6.16,2.304108489552653
6.18,2.202197424083655
6.2,2.231397280790002
6.22,2.5216779277651145
6.24,1.329350999961095
6.26,2.0263655787638104
6.28,1.6540538765525856
6.3,1.6671822476507465
6.32,1.83862289376235
6.34,1.8977858215478365
6.36,1.8507831807841384
6.38,2.0227539720746526
6.4,1.5918926914288194
6.42,1.8924843903636346
6.44,1.8289046841330685
6.46,1.282553168911442
6.48,1.833342007385195
6.5,1.771317019075622
6.52,1.644635865711514
6.54,1.8846576577138723
6.56,1.685211968740915
6.58,1.6837253466766489
6.6,1.4979865088813553
6.62,2.0837338391021976
6.64,1.6743207605768982
6.66,1.957051198331572
6.68,1.3061766587778898
6.7,1.7274432647621054
6.72,1.4591223317687307
6.74,1.991374892243924
6.76,1.9637073878929066
6.78,1.9364273425466754
6.8,2.094224610375078
6.82,1.8337939590848915
6.84,1.4998252151968903
6.86,1.629547927730154
6.88,1.7584351260430353
6.9,2.1642379092962116
6.92,1.6906610267655275
6.94,1.7093588981937877
6.96,1.8248704411846317
6.98,1.4557907581286897
7.0,2.1312508248500373
7.02,1.615423534354842
7.04,1.9059264674390266
7.06,1.9780407245040896
7.08,1.5762782723410478
7.1,1.8305178219281517
7.12,1.719292013051109
7.14,1.4979790124850687
7.16,1.613504369380382
7.18,1.6910768629381492
7.2,2.052055784889045
7.22,1.909506038143512
7.24,1.5900266340693079
7.26,1.9152096420950926
7.28,1.735586341520944
7.3,1.783568530022675
7.32,1.616734574264872
7.34,2.067324074986628
7.36,2.0595209098970377
7.38,1.6915848976542658
7.4,1.882907127506838
7.42,1.9272136951997065
7.44,2.3094180144503085
7.46,1.5471855988227694
7.48,2.217397631144994
7.5,1.7772988011813524
7.52,1.6885104304240663
7.54,1.336935467548083
7.56,1.5203452810295313
7.58,1.6468486454974187
7.6,1.4803124816832873
7.62,1.6434442975012855
7.64,1.6328629061091982
7.66,1.303430977340352
7.68,1.8169093796416902
7.7,1.6778351682367405
7.72,1.4397545334024013
7.74,1.6939273449864152
7.76,1.5574767199131878
7.78,1.1750501638123445
7.8,0.8703650075402425
7.82,1.6888577434068226
7.84,0.8974324568159735
7.86,1.3778821935002032
7.88,1.6858821999229106
7.9,1.3361702218928382
7.92,1.5566926367257463
7.94,0.935775839739478
7.96,1.36109940984748
7.98,1.409258282244798
8.0,1.2221129501210777
8.02,0.6596893081824936
8.04,1.156627615411398
8.06,1.2434107960580194
8.08,1.017686528596755
8.1,1.4115642533040054
8.12,1.4797415162230942
8.14,0.9692417595941337
8.16,0.3288618770041858
8.18,1.3849368873757404
8.2,1.436752919379362
8.22,0.9708362340434488
8.24,1.6049595459988277
8.26,0.6526971794423898
8.28,1.0156131826682637
8.3,1.1668247497872335
8.32,1.1188263635303097
8.34,1.7973135506348101
8.36,0.9832592741075024
8.38,1.027942257950115
8.4,1.6684517500281646
8.42,1.3382470900183825
8.44,1.536013081493465
8.46,1.84076058925693
8.48,2.16003392865929
8.5,1.721532662619256
8.52,1.7171428146338934
8.54,1.5705720033727983
8.56,2.0883864874290956
8.58,1.7651779617975552
8.6,1.9824685102557007
8.62,1.6442948010588223
8.64,1.954960333712354
8.66,2.2029122997750847
8.68,1.735130031839669
8.7,2.6484403800410807
8.72,1.9184095703458997
8.74,2.01564622610398
8.76,1.5173292037338737
8.78,2.1960955875469095
8.8,2.0155582536232193
8.82,2.3137156004674737
8.84,2.469846243588417
8.86,2.6894505041016386
8.88,2.353538019153927
8.9,2.5984937309629705
8.92,2.1139994667428152
8.94,2.1823610033599192
8.96,2.387516445831815
8.98,2.232577871044567
9.0,2.50735990198578
9.02,2.193476006544969
9.04,2.491789411240958
9.06,2.3726122287082143
9.08,2.453248969671877
9.1,2.2790797258762483
9.12,2.0011020190000846
9.14,2.3519292842804678
9.16,1.990885617938486
9.18,2.1241491695650994
9.2,1.9776932294926222
9.22,1.9168627998867567
9.24,1.7733899204761272
9.26,2.5382230241006902
9.28,2.369608850839339
9.3,2.0990340095097495
9.32,2.331089732698818
9.34,2.06253723975102
9.36,2.1106460170389894
9.38,2.188855882981262
9.4,1.9373027021975608
9.42,1.8079508983122046
9.44,2.310041831783601
9.46,2.528823281330303
9.48,1.4603949217626246
9.5,1.765188187942797
9.52,1.9362932216701612
9.54,1.3133832975703554
9.56,1.057003277511643
9.58,1.136847539167447
9.6,1.5604566900262407
9.62,1.8412049243232012
9.64,1.127281377085367
9.66,1.0905048820205552
9.68,0.591312559963802
9.7,0.6926045626782181
9.72,0.8669291740142935
9.74,0.5498335403167834
9.76,1.1854290635312306
9.78,1.1302181479706008
9.8,0.7374880322507964
9.82,0.5194037593456702
9.84,0.6669408293415316
9.86,0.2626889532166616
9.88,0.9757061437405194
9.9,0.6186845257526662
9.92,0.35265623466748747
9.94,0.3396539372719232
9.96,0.37658026485756746
9.98,0.2838484582247102
10.0,0.5534447070862178
10.02,0.290255153476967
10.04,0.529555327347397
10.06,0.36655256526698465
10.08,0.7418610287893085
10.1,0.5763003854972453
10.12,0.5657228982486037
10.14,0.5135958379361036
10.16,0.8977958816353186
10.18,1.1135148237178685
10.2,0.8729477789699607
10.22,1.0806989062717625
10.24,1.1023269289537474
10.26,1.2509622514873167
10.28,1.1096723017434098
10.3,1.3678407871687543
10.32,1.2262866878369665
10.34,0.9749031750871683
10.36,1.5390770530334192
10.38,1.10976584644281
10.4,1.74971682005091
10.42,1.4977854633654424
10.44,1.500653113693204
10.46,1.7073350109284233
10.48,1.3985408049124002
10.5,1.9229966680843533
10.52,1.4220081933957485
10.54,1.9017145311865078
10.56,1.809159052009552
10.58,1.6694153346028837
10.6,2.0344394661884855
10.62,1.9484375948944916
10.64,2.0395845688658945
10.66,2.0803785386324676
10.68,2.009971959198815
10.7,1.946977679841937
10.72,2.311118251960913
10.74,2.2544815852723454
10.76,2.4407435492268683
10.78,2.625241245544945
10.8,2.534403784372351
10.82,1.9089616708989925
10.84,1.5876620995008772
10.86,2.1849021066416436
10.88,2.4952676088101367
10.9,2.191803001698548
10.92,2.2140316246150897
10.94,2.372385143218426
10.96,2.498478416592085
10.98,2.2404157372820186
11.0,2.584694249681921
11.02,2.1731420995259554
11.04,2.5505377057093908
11.06,2.6708190398184115
11.08,2.2096246944099045
11.1,2.028167549152145
11.12,2.188650625660821
11.14,2.435985854400568
11.16,2.1451956385533286
11.18,2.15745644975267
11.2,2.0100439990146004
11.22,2.176775922917405
11.24,1.9820458552990468
11.26,1.5311328465800733
11.28,1.7757842553042855
11.3,1.808951025475244
11.32,1.8940940338817729
11.34,1.703636799727195
11.36,1.429629239434468
11.38,2.387947766970493
11.4,1.6127517833572051
11.42,2.093837797745137
11.44,1.675122174754396
11.46,1.8382186146880637
11.48,1.8229820136417638
11.5,2.0702283114346756
11.52,1.5108010888536259
11.54,1.5055055417565286
11.56,1.2958433595140042
11.58,1.8314823674002254
11.6,1.4821140185630914
11.62,1.7903729445280185
11.64,1.1848102419168842
11.66,1.1664391360193314
11.68,1.1087340821480773
11.7,1.5621191658144826
11.72,1.571755077900609
11.74,1.6909525712530071
11.76,1.4377381798973938
11.78,1.2577296648172107
11.8,1.2976709684328163
11.82,0.61064681769098
11.84,1.1568414355751149
11.86,1.432734933404885
11.88,1.1765152323799601
11.9,1.4731467338754118
11.92,1.1330596962277797
11.94,1.6196858092492517
11.96,1.446468294221341
11.98,1.0167770444873478
12.0,1.4251037438633263
12.02,1.5552368272354304
12.04,0.8393682942280039
12.06,1.3403522576148998
12.08,1.1883303934839724
12.1,1.4208208979194108
12.12,1.2305322044882654
12.14,0.9217210984227856
12.16,1.3425404659484468
12.18,1.6274675031759156
12.2,1.6727384448477074
12.22,1.4677875381498509
12.24,1.9072192499626206
12.26,1.8454654264990358
12.28,1.6915039191558305
12.3,1.9763882320939292
12.32,1.4709408784149443
12.34,1.5391175280139469
12.36,1.5087504791251076
12.38,1.8630138830076148
12.4,2.059007553146948
12.42,1.8830897519445204
12.44,1.5779767663269366
12.46,2.0119989123741595
12.48,1.5301131853192327
12.5,1.462244241514344
12.52,1.8434113414144486
12.54,1.4878575366778102
12.56,1.9090492525958762
12.58,1.6187875651439991
12.6,2.003951816896342
12.62,1.9216654952459609
12.64,2.1275078342528313
12.66,1.7514692389080901
12.68,2.090029903395482
12.7,2.067116397282472
12.72,2.1866935156787366
12.74,1.993107084566782
12.76,1.8214419199741698
12.78,1.8260329463030982
12.8,1.6722644557425
12.82,2.0628658585906194
12.84,2.279979746407113
12.86,1.8964496051109603
12.88,2.127165832982826
12.9,1.43404152940989
12.92,2.2919168845530824
12.94,1.856400724519636
12.96,1.630390103597418
12.98,2.2248640545078633
13.0,1.6731224759793821
13.02,2.1141267465191578
13.04,2.2475105792049215
13.06,1.6676954039845842
13.08,1.763322696668001
13.1,1.8613059382817845
13.12,1.7652649122432236
13.14,1.779864560045312
13.16,1.5759680600586707
13.18,1.7620544362994526
13.2,1.7207001205301018
13.22,1.6707076653928055
13.24,1.9764258213079269
13.26,1.5148574404459436
13.28,1.345429045556409
13.3,1.8205749460844138
13.32,1.9500787542818527
13.34,1.7928339493778986
13.36,1.490420175501563
13.38,1.3942692765429707
13.4,1.8855503655906494
13.42,1.8465810059939596
13.44,1.7222457097884507
13.46,1.724081898703152
13.48,0.8814361938306352
13.5,2.0746196668721426
13.52,1.4500141061869372
13.54,1.941515478812851
13.56,1.5791707975329177
13.58,1.1932207463946731
13.6,1.1330591856047842
13.62,1.890537044551423
13.64,1.8580633323550917
13.66,1.579894251225251
13.68,1.689170664487703
13.7,1.6795906729375016
13.72,2.088697676476074
13.74,1.764849552114742
13.76,1.6874141279640809
13.78,1.566440234136806
13.8,1.5353761530953218
13.82,1.8570262036709757
13.84,2.039740278908141
13.86,1.5142777458426202
13.88,2.135692410937607
13.9,1.3475235488990138
13.92,2.238134308543564
13.94,1.6944526802029107
13.96,1.6298022877987097
13.98,2.1727570472839184
14.0,1.6677688536666544
14.02,2.0373614173436483
14.04,1.8921629548348917
14.06,1.7486671700113943
14.08,1.8751672939372697
14.1,2.0754078624672823
14.12,1.6248452686811647
14.14,2.0579878076630718
14.16,1.6271600487981823
14.18,1.8281686844572629
14.2,2.2000639088903085
14.22,1.6836426681877823
14.24,1.5700701891901905
14.26,1.73649640557828
14.28,1.5907862426806694
14.3,1.8524090175699366
14.32,1.6218013064852197
14.34,1.7479016003037724
14.36,1.771213160788554
14.38,1.6059188841396703
14.4,1.7787758002495064
14.42,1.9857210755602572
14.44,2.1196179721130375
14.46,1.5061152327468175
14.48,1.7008523848690031
14.5,1.6295713893608348
14.52,2.2366050136403373
14.54,1.4601216743320091
14.56,1.1442836899804143
14.58,2.334003790578262
14.6,1.6249837886301906
14.62,1.8351158758203066
14.64,1.728855666572173
14.66,1.5840191535344088
14.68,1.935635190798347
14.7,1.431448649475168
14.72,2.018601405344055
14.74,1.6807791801267078
14.76,1.6634732652884106
14.78,1.7817928904614735
14.8,1.7580749060029601
14.82,1.3189035180275313
14.84,1.247391130440906
14.86,1.965330453686976
14.88,1.5394441927958114
14.9,1.6173448679823577
14.92,1.5954769428749351
14.94,1.7413372857090514
14.96,1.2358680875301413
14.98,1.5389107950667391
15.0,1.3416138219489622
15.02,1.4659628700959362
15.04,1.0830230278097972
15.06,2.020295627911668
15.08,1.0484513466132768
15.1,1.181078919572999
15.12,1.4449872595206201
15.14,0.9836076151902267
15.16,1.4159358524260561
15.18,1.242272455977883
15.2,1.6375634781261579
15.22,1.259437489697132
15.24,1.4892560180406544
15.26,1.8764121292205957
15.28,0.9446814841524455
15.3,1.7105734147983127
15.32,1.6612135308749885
15.34,1.6468517967963432
15.36,1.6798860118630958
15.38,1.5231232370140566
15.4,1.2930064958984888
15.42,1.6996934998982671
15.44,1.8762005387280836
15.46,1.5516193450345765
15.48,1.5757496496385759
15.5,1.7434974165286559
15.52,1.3709923613472847
15.54,1.4999187004619792
15.56,1.7672169350026403
15.58,1.855287841359939
15.6,2.110740462215788
15.62,2.2121481481681875
15.64,1.9917514393648446
15.66,1.8697250666588978
15.68,2.1251931713226497
15.7,2.213352346307769
15.72,1.83726971736996
15.74,1.822175212159387
15.76,2.1149364774790933
15.78,1.632269830600764
15.8,2.087120477582485
15.82,1.7775555456132552
15.84,1.6812728108032766
15.86,1.8519695032423413
15.88,2.114557374317248
15.9,2.1993782989733273
15.92,1.8171999115658701
15.94,1.3634663963092175
15.96,2.0706843900763627
15.98,2.0508613581807937
16.0,1.4811661150227546
16.02,2.0124847569897533
16.04,1.7645314999667847
16.06,1.821557650402036
16.08,1.9736188110218844
16.1,1.4399120143828676
16.12,2.104622144961234
16.14,1.7966843960012298
16.16,2.524555333924794
16.18,1.7564141494692023
16.2,2.092153839980175
16.22,2.0253539068679314
16.24,2.231997954432424
16.26,2.008593614470449
16.28,2.348523050101593
16.3,1.7204075252997175
16.32,2.1044877526979664
16.34,1.7795147330842627
16.36,2.50192068945262
16.38,1.9361871164212427
16.4,1.8201320475146747
16.42,1.642903733244099
16.44,1.5399836182006839
16.46,1.5231459992064724
16.48,1.5376541719137145
16.5,1.5598839026371984
16.52,1.6568369913504817
16.54,1.7550728559985849
16.56,1.8704209502495313
16.58,1.4842799584132491
16.6,1.746495040685447
16.62,1.741186014373796
16.64,1.3022217833843353
16.66,1.6399934211817349
16.68,1.6514778884532109
16.7,1.8708061192124341
16.72,1.4837715243011091
16.74,1.9590359433882987
16.76,1.4966231831087677
16.78,1.8213504586815679
16.8,1.425915834875238
16.82,1.7734889322534342
16.84,1.7310131297163331
16.86,1.7372040212959081
16.88,1.477110644019431
16.9,1.9134214876805196
16.92,1.8280339321113097
16.94,2.2610432455251526
16.96,2.29464949696398
16.98,1.7387348548533652
17.0,1.8559325619186
17.02,1.737451843890816
17.04,2.1344062762886153
17.06,1.8418844494314357
17.08,1.8875259588097382
17.1,1.619023590475656
17.12,1.7608538641575084
17.14,1.6309352554899152
17.16,1.7946329077113843
17.18,2.1450095415313926
17.2,1.612802860036122
17.22,1.2850741720639602
17.24,1.582694827181135
17.26,1.684625048200601
17.28,1.9263159968565693
17.3,1.8698325962253242
17.32,1.7561284489501023
17.34,2.0805585866686416
17.36,1.8992085017859823
17.38,1.7308527200709378
17.4,1.2624314015761557
17.42,1.8938565601799495
17.44,1.7404866216844106
17.46,1.6888454763521532
17.48,1.1339232361047549
17.5,1.4580270071168935
17.52,1.6493318829365256
17.54,1.3808562463905276
17.56,2.255585306160153
17.58,1.2649625385356458
17.6,1.6161374627965053
17.62,1.9232245006158954
17.64,1.8904981815404411
17.66,1.6698849066990749
17.68,1.6198387293353362
17.7,1.3124073630025863
17.72,1.3171487002038254
17.74,0.7776830103145738
17.76,1.120685150824241
17.78,1.2562587997889345
17.8,1.2188837635722842
17.82,1.525449332889599
17.84,1.2042263290576694
17.86,0.8794749096545711
17.88,1.4066347499301735
17.9,1.6338325986354667
17.92,0.6272467047262071
17.94,0.5263329674224393
17.96,1.177377321516556
17.98,1.191573453776955
18.0,1.1896461379486205
18.02,1.4296812836660038
18.04,1.0172512255531834
18.06,0.9619358580670913
18.08,1.0937493647147867
18.1,0.9516701463593003
18.12,0.9188139890323351
18.14,0.8969701547593666
18.16,1.2573620883208123
18.18,0.8386635408950882
18.2,0.9832357822704777
18.22,1.2011064272976353
18.24,1.2061631917835622
18.26,1.2318711557727724
18.28,1.2167125703005792
18.3,1.2680815068348075
18.32,1.5095732587651551
18.34,1.2468829289680077
18.36,1.545671041183091
18.38,1.6751459524515233
18.4,1.4910657794519473
18.42,1.5417199926043843
18.44,1.7540994580492808
18.46,1.6338400530884218
18.48,1.5864944771424
18.5,1.5720010416941
18.52,1.988789997347937
18.54,1.9057803331152228
18.56,1.8129671955452251
18.58,2.464864360488494
18.6,1.9767353537037318
18.62,2.392955654809281
18.64,2.1082637122710786
18.66,1.611163405025413
18.68,2.6522688042402573
18.7,2.388175073088028
18.72,2.0191932996061412
18.74,2.118878155725379
18.76,2.397126238726302
18.78,2.055920124823997
18.8,2.167696423707524
18.82,2.186565941913713
18.84,1.9313050981070907
18.86,2.170208262935665
18.88,2.166782537230187
18.9,2.3133044015608117
18.92,2.5004161659197046
18.94,2.1341584772047155
18.96,3.248153165796965
18.98,2.222555184289922
19.0,2.273623431557528
19.02,2.152939174369231
19.04,2.8578745142557165
19.06,2.310055566716452
19.08,2.3467795778451035
19.1,2.3447391937516975
19.12,2.547568882739309
19.14,2.3629567035894072
19.16,2.2699806164231657
19.18,1.9423792301612461
19.2,2.9001817803713807
19.22,1.927351248322724
19.24,1.996639537473467
19.26,2.3811080998977654
19.28,2.506627414183645
19.3,2.2760046018681326
19.32,1.7992948036412404
19.34,2.0974830498791324
19.36,1.9953761447982619
19.38,1.8046790258474334
19.4,1.8819587132269988
19.42,1.9793912945365708
19.44,2.1111831386838458
19.46,1.7880498020218334
19.48,1.6143942692707782
19.5,1.885441361876681
19.52,1.4247760775330585
19.54,1.8167684114920162
19.56,1.4047664022331456
19.58,1.2555133590285048
19.6,1.2730229011585241
19.62,1.7262334223695666
19.64,1.7529389075219823
19.66,1.4109788208036784
19.68,1.2385104853801487
19.7,1.514873417115593
19.72,1.021026543368015
19.74,1.1506144497833433
19.76,0.4823043624989952
19.78,1.201625250925975
19.8,0.8772676925366845
19.82,0.9145120759440575
19.84,0.557920689698328
19.86,0.8238623767256125
19.88,0.7241001267210886
19.9,0.22579800670772018
19.92,0.5127341909687797
19.94,0.40697931165172185
19.96,0.6610132559998217
19.98,0.4082041530173608
20.0,0.3149557198366521
20.02,0.554081656041327
20.04,0.25887369680701144
20.06,0.21925382840449434
20.08,0.8613925685733537
20.1,0.5747455847476106
20.12,0.9332876589036749
20.14,0.7781385814048513
20.16,0.6942179172046458
20.18,0.3908506850074863
20.2,0.8166821242001173
20.22,0.8036313056274172
20.24,0.7802544631319576
20.26,1.1800110593660211
20.28,0.748157490791364
20.3,1.0275788283302298
20.32,1.0358184862257624
20.34,1.4683471045328556
20.36,1.094727503973706
20.38,1.5274866019166462
20.4,1.4222935848703921
20.42,1.5152742335689666
20.44,1.4812222985581447
20.46,1.5379032004407716
20.48,1.616075580651414
20.5,1.752992230944379
20.52,1.5947123967679802
20.54,2.3256408170278955
20.56,2.090767218477861
20.58,1.8519865305970216
20.6,1.6556627509946729
20.62,1.5696358694072623
20.64,2.004882311780384
20.66,2.137926640077172
20.68,2.0768239058871036
20.7,1.3521340696205921
20.72,2.0947601154672384
20.74,2.0063482760435956
20.76,1.941185653221572
20.78,2.4147504050831428
20.8,2.844673630463466
20.82,1.8359349742680984
20.84,1.999633978320987
20.86,2.460677591054367
20.88,2.3878470888340178
20.9,1.9897249200344709
20.92,2.267102463280276
20.94,1.8536461389124341
20.96,2.808215097869751
20.98,2.339812522691713
21.0,2.217727514732885
21.02,2.7562010991698576
21.04,2.2174889907889566
21.06,2.205235282916861
21.08,2.1905141827274295
21.1,2.541842321362472
21.12,2.075569622936339
21.14,2.1937289163631264
21.16,1.9912544581099885
21.18,2.2894568035146436
21.2,1.8165539003222464
21.22,2.1151093581783464
21.24,1.8623500157883182
21.26,1.6836691211068302
21.28,2.408611579004762
21.3,1.4350437130124243
21.32,1.8493622830739214
21.34,1.9976317045410739
21.36,1.4951101303653493
21.38,1.9253837249789343
21.4,1.8584629733570373
21.42,1.7063873942788392
21.44,1.609265808290793
21.46,2.326252559056385
21.48,1.2966349255528218
21.5,1.4989215022696252
21.52,1.084380668270417
21.54,1.6457367556101006
21.56,1.3779359057786191
21.58,1.1568987972834959
21.6,1.526934901098741
21.62,1.4976794420698436
21.64,1.708054920245296
21.66,1.4245392671022656
21.68,1.4015243285742243
21.7,1.3896337018821687
21.72,1.4867505475098781
21.74,1.4874293968607253
21.76,1.0357682921499307
21.78,1.3164375302767288
21.8,1.0665063473162852
21.82,1.6177980471489408
21.84,1.3390740904586769
21.86,0.9109537854087106
21.88,1.6184539921461178
21.9,1.4398564633295798
21.92,1.1465566368212252
21.94,1.7713477366327284
