time,delta_E,delta_I,delta_C
3.88,-0.3352526361766005,1.456903105921479,-1.5794832710980071
3.9,0.14776278568999598,1.6812669327664986,-1.9136468765446053
3.92,-0.47869781830220937,1.1895331809316385,-0.806818009176707
3.94,-0.27645414427153564,1.037188357493908,-1.5044538445625177
3.96,-0.20762246786324326,1.2587897572596538,-1.106109838575297
3.98,0.0776057779510495,1.1890819359433324,-0.9454301560650848
4.0,-0.16513208764101775,1.3759130384616038,-1.4756983154714363
4.02,-0.11056978336540893,1.3350571404830396,-1.1004040084922415
4.04,-0.2943148432602794,1.432752985014122,-1.0207513883143025
4.06,0.282544748647913,1.3813290001308225,-0.8434095329884406
4.08,0.3429519220670152,1.1419613487179068,-1.1558453567424531
4.1,0.09232392456910384,0.8809812749570229,-1.7056669482323754
4.12,0.2810876346121629,1.0724892043832304,-0.7762692243461208
4.14,-0.00967752404363963,1.308631135350797,-1.4680277525113752
4.16,0.21995728686000204,1.587628473360439,-1.5047868881324573
4.18,0.684565943602971,1.1790467622475675,-1.5209836973644795
4.2,0.44167783430232366,1.471235206725484,-1.0598492869999754
4.22,0.9797858169630376,1.0983943605652011,-1.4298187511715923
4.24,0.311715907167591,1.1773274880220723,-1.3900997473140124
4.26,0.6642748588088649,1.271914124713776,-1.0035463211682547
4.28,0.5261431248141358,1.684316824086768,-0.9074005104864618
4.3,0.7389638972633562,1.2311551577329167,-0.7111822256893091
4.32,0.6460110918185887,1.4100151937533902,-0.9707533915246713
4.34,0.5567608137758785,1.1967571622643103,-0.6906545707818491
4.36,0.5234386060884565,1.1705646769158335,-0.9075870799627147
4.38,1.459070829062624,1.5917148819386964,-1.2445595357755381
4.4,0.7754647786703041,1.4215378383515764,-1.373462879137494
4.42,0.3664257543416577,0.5563645290410812,-1.153692976192986
4.44,0.7129344886643559,1.435052831341135,-0.9230103539339772
4.46,1.0491075908137644,1.1424379017636346,-0.36673123132098506
4.48,0.8115773692026684,0.7854714630270302,-1.220851019924769
4.5,1.2680082100119099,1.029711776746775,-0.892154486714986
4.52,1.216122783544935,0.9498836900930158,-0.9351083732078542
4.54,0.981052045145315,0.950687774193978,-0.831961104749252
4.56,0.9358931068908795,1.2135831181394148,-0.7615443921234775
4.58,0.8410457329812644,0.7042736296487556,-0.44082361270905673
4.6,0.9366413738340842,0.9408487488322296,-0.8501329019751889
4.62,0.7846065827290196,0.9705478864506587,-0.37690133876322585
4.64,1.4206105977744865,0.7289182441284714,-0.37953528391865865
4.66,1.531479067569788,0.6009919988378434,0.07531165822252542
4.68,0.9017807321057204,1.0365831189206458,-0.5968833986584346
4.7,0.9389787993327359,0.900785013801629,-0.14655135497443922
4.72,0.8237384718367357,0.9159869906388008,-0.06352209922873664
4.74,1.0254977943526742,0.607029175055015,-0.10221694600524002
4.76,0.5520203780693608,0.8789784434147603,-0.3292554910831519
4.78,1.01642598231617,0.9696821956733138,-0.9702708440890767
4.8,1.5882184595365252,0.35011351051934597,-0.443103748127171
4.82,1.2252430057919814,0.2918214114036331,-0.47865618742419247
4.84,1.5111093304628584,0.7211865556651039,-0.4126993269420064
4.86,1.2139093596985018,0.44776511361949,-0.4779443722430043
4.88,1.737129573553155,0.6233894824832406,-0.6304917252260376
4.9,1.387446317305543,0.39313884533667454,-0.23552925780754047
4.92,1.2605982943233256,0.23018373920936072,0.44272483362068143
4.94,1.9364148695573853,0.16589514335419772,-0.16810911104519088
4.96,1.2818674517554356,0.018230277629375104,0.07486015734825778
4.98,1.0788161358023771,0.14163590295181744,0.4452913686524869
5.0,1.4049555991226395,-0.061247354881214904,-0.14076280717112014
5.02,1.3492215172722943,-0.2600159282374082,0.059257884899849234
5.04,1.5999345622745311,0.27163103999582294,-0.2092110218050596
5.06,1.141917870297575,-0.2660544790506937,-0.3323987689304404
5.08,1.5319941304716465,-0.0639216911195082,0.4958899647480621
5.1,1.53690496732926,-0.630405177051624,-0.3008775100287266
5.12,1.1817788966552492,-0.40802809960291103,-0.2523933890025369
5.14,1.3630667238313479,-0.524438266276029,0.020719689679253472
5.16,1.1256826719621584,-0.6454288001103404,-0.18676713544493867
5.18,1.8407690832923904,-0.4630200052167207,-0.20367344971738638
5.2,1.1305887407268371,-0.2886550229193748,-0.050089330524096184
5.22,1.1740430760224663,-0.5558929011801744,0.5860527577854585
5.24,1.0186706701936372,-0.23273600755466764,0.8899885097043461
5.26,1.166769755447636,-0.620162702990772,0.2477439484071065
5.28,1.226843111494672,-0.8083152807205614,0.8661188354443392
5.3,1.3848118178675568,-0.56412386836164,0.3317420653257963
5.32,1.0494374856974877,-0.9494961757949889,0.659250403875055
5.34,1.1252095478427693,-1.178903745854512,0.20892201907218716
5.36,0.821229176770658,-0.7309998009182422,0.907341566978178
5.38,0.9322837871276907,-1.246084995690527,0.4975759555898039
5.4,1.7269569623065135,-1.094577590347725,0.7705772944814162
5.42,1.3089642305121745,-1.3882838007335223,0.7040681046699834
5.44,0.8651789995648451,-0.8896464596885013,0.4713267151974528
5.46,0.7100359827291958,-1.4205526038959888,0.999248454996508
5.48,0.7637699230125232,-0.8895774307595706,1.4479175309594576
5.5,0.9519214422694757,-1.12161259999941,0.5689276062326066
5.52,0.933868456324063,-1.47873867700713,1.6322319346630447
5.54,0.7238128465426157,-1.5448217022647615,0.9757410245557261
5.56,0.5670335498302228,-1.3085091126960304,1.863776805898436
5.58,1.1529141666176226,-1.0684486059728566,0.6797437391313124
5.6,0.8964510027307255,-1.093809105766178,0.760985482001119
5.62,0.6722243815348109,-0.6280385191075529,1.3554949801833855
5.64,0.6713936073334913,-0.6824962260008736,1.2087979950636436
5.66,0.5640030228240305,-1.3920013288141366,0.6447760439638791
5.68,-0.023796357141604146,-1.3088176650150232,1.1567271597201776
5.7,0.6360158140593706,-1.705595724824291,0.8998367745898393
5.72,0.32602685227104927,-1.5563422043864195,1.2905363562332923
5.74,0.3022590511454799,-1.7211385221336861,0.8889868499614435
5.76,0.34531802703604275,-1.3064870377030309,0.8718066558025981
5.78,0.6188921989924048,-1.4074442106806964,1.272168548429153
5.8,0.14294335988634632,-1.094898163409654,0.905818132215294
5.82,0.04142462439883239,-1.2707934438926596,1.1112152584096215
5.84,0.47418870789340867,-1.6537702484822556,1.1920994461476007
5.86,0.4584629964014884,-1.4075969768323546,1.5092170963586669
5.88,0.02443012837883743,-1.803887983588892,0.9278451081919552
5.9,0.3298856392084537,-1.3156429359547857,0.5712535580888098
5.92,0.09189785078714605,-1.3432539732802,0.9786263115760285
5.94,0.18465053167185785,-1.6993646586841735,1.3988280566759965
5.96,-0.21560077906300168,-1.2123418831387316,1.0979139832434348
5.98,0.22019349039545702,-1.190711346385795,1.3958172229318222
6.0,0.26179295901511546,-0.8257515229353016,1.1931278851804072
6.02,0.08920879778107052,-1.4802155623604267,1.5569790221604454
6.04,0.02814473205819839,-1.1492406487584026,0.8137215334992189
6.06,-1.00521513901842,-1.2453034136973171,1.489605031926392
6.08,-0.12575882109366318,-0.7373128025478982,1.744125113811652
6.1,-0.23385856992156778,-0.8843690932500771,1.1471532661232573
6.12,-0.30413202658583177,-0.9953379788135056,1.7017662525967203
6.14,-0.456923564839562,-1.0422763397186294,1.983175779449513
6.16,-0.3419674176984421,-1.2643764778046318,1.8956071162652932
6.18,-0.3019584793121661,-1.2765196355852086,1.7688957548079465
6.2,-0.4977346645740409,-1.4726391486661443,1.600852262457169
6.22,-0.5841494162971468,-1.2336724139490265,2.12030219682918
6.24,-0.2372755814491961,-1.0116910245075983,0.8290691469812849
6.26,-0.8111290751595644,-0.9496550574199881,1.5957388113805535
6.28,-0.36203446792501115,-0.9853474152358876,1.278247136457127
6.3,-0.5958994680896357,-0.3960648751134898,1.50583302046197
6.32,-0.8583711824399064,-0.5958416208650823,1.512846925987103
6.34,-0.7781916038955182,-1.25844157145022,1.1884164519815512
6.36,-0.9590256141792421,-0.8739353944674594,1.3198125548420072
6.38,-0.6302734028991873,-0.5044798284744646,1.8546668627556913
6.4,-0.740360858689609,-0.5886431355175422,1.2804246947606688
6.42,-0.9817313203120046,-0.5112539066045724,1.5350310177550255
6.44,-1.1401075021902007,-0.81238578756421,1.1768927560560387
6.46,-0.8518139262863689,-0.5344622259032148,0.7960564019916951
6.48,-0.7337486858247814,0.2761265528630298,1.6572597590292122
6.5,-1.0096865686620808,-0.5031385776699018,1.3656312045316805
6.52,-0.9179761188693021,-0.5282774167087647,1.2582010757290858
6.54,-1.128657086560591,-0.4400928841629689,1.443740254008739
6.56,-1.055204315824737,-0.3811210557744107,1.2574696705280322
6.58,-1.1642234795703352,0.13878701182220982,1.2084092427683615
6.6,-1.0562447768228362,-0.3431911852297408,1.0052513927399622
6.62,-1.493552994906967,0.09901435387070756,1.4496352373447527
6.64,-1.0246203001927712,0.005620314615002982,1.3241871702275725
6.66,-1.2470500471272292,-0.2041512394986972,1.4944021695186884
6.68,-1.1338114986653594,-0.26919488494671023,0.5900025960526876
6.7,-1.3138206724171675,-0.1217975139857737,1.114944321160545
6.72,-1.1816930061888868,0.30547348609722536,0.7995783685681459
6.74,-1.5179854511250834,-0.12029659086642029,1.283285962620177
6.76,-1.017239759564143,1.1509477945308153,1.2233924763099204
6.78,-1.6940202355201037,0.5070917620169867,0.7892428267050007
6.8,-1.556060148015154,0.5250334982244691,1.2995358249012923
6.82,-1.2771716842125782,0.6676934497291171,1.1339392534923016
6.84,-1.0078980986359771,0.4883670936323095,0.9975543497792545
6.86,-1.2888987183375236,0.7202054763463899,0.6895437727064166
6.88,-1.4179411948435803,0.5134703320285843,0.9043699898791429
6.9,-1.6945670400909705,0.9238470946880973,0.9792215379108677
6.92,-1.4184747185035897,0.07691562268587261,0.9167050601894121
6.94,-1.3840068224615076,0.6724071395802571,0.7445143362325386
6.96,-0.9962198378877698,0.329134664264383,1.493107007045319
6.98,-1.2425972554751368,0.5203545758969842,0.551824163553602
7.0,-1.7352454970989961,1.0426047250915977,0.6664296890432604
7.02,-0.9213610228884846,1.0092157172770264,0.861493294721666
7.04,-1.4731796066760796,0.7020077867008943,0.9846230817778091
7.06,-1.580588424878659,0.7371366020214917,0.9332818271543017
7.08,-1.0374474223148298,0.7228105202852617,0.9412231348366569
7.1,-1.3800360057796652,0.9835287385743499,0.6920746632745927
7.12,-1.4452688158233535,0.9249341917542719,-0.10798063286426678
7.14,-1.3024695053517004,0.6524619789340464,0.34900956365135133
7.16,-1.1492204980712692,0.9505340430286231,0.615770760808004
7.18,-1.1038968979824004,1.2632204575460686,0.21313533406421958
7.2,-1.632893080629442,1.1318858226206694,0.5132520005605592
7.22,-0.8473882458892612,1.251120573995153,1.1674090027755017
7.24,-1.0726507298989956,1.1253905775154256,0.33331840143685626
7.26,-1.3594176231090533,1.338702996977954,0.1669909729200601
7.28,-1.4421805432834909,0.8631699484943698,0.432796568222089
7.3,-1.4576012600184984,0.9535558506449014,0.3837271267197682
7.32,-1.187607157208479,1.0689630451006777,0.24645066845049973
7.34,-1.3426634016918715,1.5717942395504227,-0.02338138773979804
7.36,-1.346865214932941,1.5449950827581567,0.20142161095542999
7.38,-0.9627475368103768,1.3826040093304481,0.15160079063420084
7.4,-1.040116070492333,1.4822539510228379,0.5161598932470702
7.42,-1.1878449283078147,1.4106140047366444,-0.559772438495819
7.44,-0.9027388163686509,2.0544145644443437,-0.545760929609193
7.46,-0.7299502491412221,1.2658560009652624,0.5084923753641473
7.48,-1.2639559096554258,1.820133144402749,-0.07989399039425688
7.5,-1.121622224097217,1.3747846000035122,0.1035466980886797
7.52,-0.7371250740279317,1.392779888500404,-0.6065297033773238
7.54,-0.7563970978814987,1.1008754061448247,-0.05773400081342276
7.56,-0.83619181985586,1.2432306198510648,-0.25809037141987157
7.58,-0.5885562335805622,1.500536045200363,0.33779224109591244
7.6,-1.0687917241880547,0.9946267257478199,0.24439101898930105
7.62,-1.1229270457868834,1.1962700951872995,0.09424366392710996
7.64,-0.946793618572759,1.2548905769670073,-0.4416704131099212
7.66,-0.6838492909069,1.1038173997256442,0.11344429505035954
7.68,-0.8564915742712008,1.469328135596337,-0.6392626275462877
7.7,-0.7477594378261406,1.4450309044025216,-0.40972229648333286
7.72,-0.8206019142182545,1.1791429945798524,-0.09553749613299352
7.74,-0.7002265623830081,1.3511165398888725,-0.744013915907977
7.76,-0.7483022161865684,1.3602033693166171,-0.12499728165658208
7.78,-0.39415245999902004,1.1052414644705373,-0.06187108344906251
7.8,-0.2556208361986034,0.7340857940133099,-0.3915498454596829
7.82,-0.5060825639428632,1.5932494930557417,-0.24016029816733866
7.84,-0.4020295588585927,0.7649085177977748,-0.2422234665574966
7.86,-0.4455928138658153,1.3037496308526413,-0.015597546206955144
7.88,-0.14900948159763946,1.6012485068725582,-0.5059626326610677
7.9,-0.2076727708893018,1.1562748711396702,-0.6365935158916208
7.92,0.17921114066431232,1.3989108058945725,-0.6589566673532865
7.94,-0.3930457173423803,0.7944117820817972,-0.3001689637663461
7.96,-0.016642165151744732,0.893297449349472,-1.0268078246740955
7.98,0.04505209645054368,1.2242269186327892,-0.6965972052598519
8.0,-0.09581600449970055,0.5992508109077022,-1.060791130129687
8.02,0.16316622418260213,0.45938296056342864,-0.44444804213796374
8.04,-0.25620826786370987,0.6845466906350791,-0.8964042573253963
8.06,0.6003047725054851,0.7243554822291876,-0.8130275045933544
8.08,-0.14832531537779484,0.6446331026805922,-0.7733909969955588
8.1,0.41162314776873504,0.37891192803942914,-1.295957474694326
8.12,-0.012661553091995417,0.7228786967310984,-1.2910929593642237
8.14,0.5491434882895186,0.4413325041794142,-0.6656550447229249
8.16,0.23986263303351454,0.026398907320518,-0.223425936527585
8.18,0.4056669192653341,0.24292442430602873,-1.301718962258506
8.2,0.42283640792718213,0.38618668015140334,-1.3176980578076278
8.22,0.7031505576073709,0.39771381559731733,-0.5384477760666606
8.24,0.4182062975304581,0.5554203853969986,-1.446549975798997
8.26,-0.14701062413648827,-0.08071190889509242,-0.6307829041798467
8.28,0.39703312121360224,-0.2075472573447246,-0.9114598035226938
8.3,0.6515785696746775,0.15946705198748742,-0.9547227993439569
8.32,0.5469277522783531,-0.37983248956640153,-0.8990938468191152
8.34,0.8611571670641909,-0.08686326592219382,-1.5751822453109403
8.36,0.9540569748427087,-0.17634084893568744,-0.15961827548571184
8.38,0.7240913655129072,0.12236460040392554,-0.7192940182131515
8.4,0.4524798445870967,-0.055383959060357535,-1.6049691116944533
8.42,1.1441749837111073,-0.040389182177799396,-0.692919616229303
8.44,1.1089537872549011,-0.5334021604480172,-0.9192604742299371
8.46,0.825620533843818,-0.7985026264185481,-1.4384518888929343
8.48,1.4080798012573388,-0.300989738716009,-1.6101127362511138
8.5,0.877096212778473,-0.33586060677067003,-1.4427662994450077
8.52,0.7268273687768982,0.0351867943868235,-1.5553338263364684
8.54,0.9802436572639561,-0.6071317020794555,-1.0664004344064815
8.56,1.290380516133743,-0.9869642834474376,-1.3123177007333013
8.58,0.856447732217619,-0.71662083165854,-1.3670424654808975
8.6,1.5429535934323082,-0.3940866985665043,-1.1807503024275443
8.62,0.916475530132225,-0.8092739426712324,-1.0994788225206011
8.64,1.3634429834753188,-0.9819520327423008,-0.9993314478159402
8.66,1.2922103819081252,-0.8835082683783604,-1.5499767963089903
8.68,1.153820297402665,-0.6272882783514847,-1.133968414258698
8.7,1.4563345295443315,-1.2285933200493808,-1.8395338101320873
8.72,0.8851915994017866,-1.2640703775145743,-1.1396741607290253
